web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,concealer-category,concealer-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588349583-6748","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shape Tape Concealer","https://www.ulta.com/shape-tape-concealer?productId=xlsImpprod14251035","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Shape Tape Concealer","","","","","","","sadly didn't like it!"
"1588347839-4894","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","True Match Super-Blendable Crayon Concealer","https://www.ulta.com/true-match-super-blendable-crayon-concealer?productId=xlsImpprod4960077","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","True Match Super-Blendable Crayon Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","It's a great eyelid primer and its also good to clean up the eyebrows. I like this but not for under the eye, it doesn't work good for covering dark circles","","4","Good product",""
"1588349583-6739","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shape Tape Concealer","https://www.ulta.com/shape-tape-concealer?productId=xlsImpprod14251035","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Shape Tape Concealer","","","Shape tape is hands down the best full coverage concealer I've ever purchased. It has flawless finish and it truly does cover every blemish and dark spot there is. If you don't have shape tape, you're doing something wrong.","","5","Oh girl, you already know.",""
"1588348769-5944","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Shape Tape Glow Wand","https://www.ulta.com/travel-size-shape-tape-glow-wand?productId=pimprod2012614","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Shape Tape Glow Wand","","","It didn't cover ANY of my blemishes and it made my skin oily.","","2","Will not buy it ever again.",""
"1588348556-5689","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PhotoFocus Concealer","https://www.ulta.com/photofocus-concealer?productId=xlsImpprod16731061","Wet n Wild","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","PhotoFocus Concealer","","","With the latest virus forcing us all inside, there's plenty of time to go through my literal tons of makeup, including about 20 concealers in my collection from drugstore (this Wet & Wild) to high end. Well, Wet & Wild photo focus concealer has taken the grand prize, I'm not kidding, and fair beige is the perfect shade for this fair-cool blonde mature lady. I hadn't even tried it until recently and am blown away, the color is perfect, it wears great, doesn't crease (I set it with a touch of It cosmetics bye bye pores or my Elf undereye powder, they're all pretty much the same to me). I used to carry some cosmetics in my ""emergency"" kit in my pocketbook, usually items that were of cheaper quality that I'd only use in a pinch, very rarely. I had stuck this in there having never even tried it. Well, now it's being promoted to my everyday essentials, it is THAT good. The search is over!","","5","Perfect shade and wearability",""
"1588349583-6738","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Shape Tape Concealer","https://www.ulta.com/shape-tape-concealer?productId=xlsImpprod14251035","Tarte","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Shape Tape Concealer","","","I first bought it as a sample size and was very sad when I finished it. I bought the full size and will pick up another one once I'm done with it! Super easy to apply and stays on all day! I combine this concealer with the ColourPop translucent powder and it's amazing!","","5","YESSSS",""
"1588348567-5702","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Amazing Concealer","https://www.ulta.com/amazing-concealer?productId=VP12250","Amazing Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Amazing Concealer","","","I am honestly so shocked to see such great reviews of this concealer. I received a free mini tube of it from ULTA and naturally couldn't wait to try something so highly praised. Unfortunately for me this was the worst concealer I have ever used! It didn't blend it, it was patchy, thin yet thick at the same time? It was the worst smelling cosmetic I've ever used, that's coming from someone who can use the wet n wild photo focus foundation and tarte Aquacealer no problem. It literally smelled like burning rubber.","","1","Would give zero stars if I could.",""
"1588348524-5652","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Infinite XL Concealer","https://www.ulta.com/conceal-define-infinite-xl-concealer?productId=pimprod2013900","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Infinite XL Concealer","","","","","","","Shades are misleading"
"1588348097-5115","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","All + Nothing / Concealer","https://www.ulta.com/all-nothing-concealer?productId=pimprod2002578","PYT Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","All + Nothing / Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I bought 3 shades of this at the same time, and while I will say, the shades were pretty nice, and I did have a *perfect* match to my normal skin, and a perfect shade for brightening, the product itself was an absolute waste of money. There isn't a way for me to physically blend it at all, because it just slides off and removed anything and everything underneath. I tried instead using it underneath my foundation to cover up blemishes and start with a more even base and brightened under-eyes. The problem there is that as I apply my foundation, all of the concealer rubs right off. I can't find a way to actually use this product successfully, so the fact that the shades are perfect is rendered totally useless. It's difficult to apply in the first place because it's almost hard, it isn't creamy or smooth at all and it pulls on my skin as I try to apply it. I don't know what on Earth that hard little nub brush is supposed to accomplish, but it streaks the product off of the skin with no resemblance to blending. This wasn't worth the price, and I'll be sticking to my $5 E.L.F camp concealer.","","3","Disappointed is an understatement",""
"1588349019-6287","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","I Am Magic Concealer","https://www.ulta.com/i-am-magic-concealer?productId=pimprod2006835","Juvia's Place","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","I Am Magic Concealer","","","","","","","I've heard great things about Juvia's facial products. I own some of her palettes and the quality is great. I love that her line has a full range of darker colors, because I know that many brands don't offer them, for whatever reason. I'm also having an issue on the opposite end of that spectrum. I ..."
"1588349296-6360","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","https://www.ulta.com/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer?productId=xlsImpprod12871043","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","","","This was my first time trying the IT Cosmetics concealer, and hello!! - It is AMAZING! Yes, it is kinda tacky when you apply it, but I like it! - It has staying power and doesn't move around after I let it set... Now that I've tried the trial size, I plan on buying the full size. - It'll be worth it to me! :)","","5","Love this!",""
"1588347923-4968","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clean Matte Concealer","https://www.ulta.com/clean-matte-concealer?productId=pimprod2000387","CoverGirl","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Clean Matte Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I bought this concealer 2 weeks ago. It does not cover up dark circles. It is very thin in consistency. I gave it to my younger daughter to use and she stated the same and gave it back.  What a waste of money.  I am very disappointed.","","1","Do not buy",""
"1588347923-4969","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Clean Matte Concealer","https://www.ulta.com/clean-matte-concealer?productId=pimprod2000387","CoverGirl","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Clean Matte Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","Did the formula or coloring change?  I recently bought the concealer and it is not the same color as the last tube I bought.","","2","Color change?",""
"1588348759-5929","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Maquicomplet Complete Coverage Concealer","https://www.ulta.com/maquicomplet-complete-coverage-concealer?productId=xlsImpprod3650146","Lancôme","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Maquicomplet Complete Coverage Concealer","","","This was suggested by a worker at Ulta that I use this color to cover my dark circles. It did not work and I think is way to dark for my completion. 😔Cost to much to be guessing.","","1","Suggested by employer at Ulta",""
"1588348641-5779","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Meet You Hue Concealer","https://www.ulta.com/meet-you-hue-concealer?productId=pimprod2011475","Dose Of Colors","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Meet You Hue Concealer","","","I'm so glad I found a concealer that works for me. It is more of a medium-full coverage concealer and had a great shade range. I can go all day without setting it and it never looks dry.","","5","Better than shape tape!",""
"1588348577-5714","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Liquid Camouflage Concealer","https://www.ulta.com/liquid-camouflage-concealer?productId=xlsImpprod13901007","Catrice","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Liquid Camouflage Concealer","","","This concealer is the only concealer I have ever used that stayed on all day and didn't just feel like it was going to be wiped off right after I put it on. It is a lot better than the more expensive brands I have used. It covers blemishes very well also. It is a must have item for me now. :)","","5","Best Concealer EVER!!",""
"1588349422-6537","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Boi-ing Cakeless Concealer","https://www.ulta.com/boi-ing-cakeless-concealer?productId=pimprod2007903","Benefit Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Boi-ing Cakeless Concealer","","","","First Impressions -

Anyway, overall I would say I really like this concealer. I try to avoid things like this because of my sensitive/oily skin type, but by far this has been living up to my expectations.

First of all, it came in a very pretty and light-colored packaging and the item itself had a ...","","",""
"1588348790-5979","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Airbrush Concealer","https://www.ulta.com/airbrush-concealer?productId=xlsImpprod10791949","Clinique","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Airbrush Concealer","","","","","","","I wish the sales associate would have taken more time with me and not rush me so she could go wherever she was heading.  I didn't want a liquid I wanted powder highlighter.  She didn't even ask me what I preferred or asked if my skin was oily.  She wasn't the best person to be giving application tip..."
"1588348831-6035","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Light Shifter Brightening Concealer","https://www.ulta.com/light-shifter-brightening-concealer?productId=pimprod2011940","BECCA Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Light Shifter Brightening Concealer","","","","","","","I was sent this product to review and I was so excited when I received the box. They sent me the two lightest shades, Emit (1) and Cosmic (2) as I have very fair skin. 

Upon first use, I was a little upset with a couple things. First off, the packaging. It reminds me of the Maybelline Instant Age R..."
